pop	sample_set	country	year	location	species_gambiae_coluzzii	latitude	longitude	aim_fraction_colu	aim_fraction_arab	counts	chrom	sample_size	independent_comparisons	overall_r^2	expected_r^2	Ne_estimate	Parametric_CI_lower	Parametric_CI_upper	Jackknife_CI_lower	Jackknife_CI_upper
AG1000G-CM-A.ZembeBorongo.2009.gambiae	AG1000G-CM-A	Cameroon	2009	ZembeBorongo	gambiae	5.747000000000001	14.442000000000005	0.022833333333333344	0.0020416666666666678	24	2R	24.0	46836680	0.047345	0.047300	6811.5	4781.8	11828.1	2507.6	Infinite
AG1000G-CM-A.ZembeBorongo.2009.gambiae	AG1000G-CM-A	Cameroon	2009	ZembeBorongo	gambiae	5.747000000000001	14.442000000000005	0.022833333333333344	0.0020416666666666678	24	3L	24.0	47156616	0.047092	0.047300	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-CM-A.ZembeBorongo.2009.gambiae	AG1000G-CM-A	Cameroon	2009	ZembeBorongo	gambiae	5.747000000000001	14.442000000000005	0.022833333333333344	0.0020416666666666678	24	3R	24.0	47127485	0.047124	0.047300	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-CM-A.ZembeBorongo.2009.gambiae	AG1000G-CM-A	Cameroon	2009	ZembeBorongo	gambiae	5.747000000000001	14.442000000000005	0.022833333333333344	0.0020416666666666678	24	X	24.0	46894769	0.046285	0.047300	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-CM-C.Manda.2013.gambiae	AG1000G-CM-C	Cameroon	2013	Manda	gambiae	5.726	10.867999999999997	0.02827272727272728	0.0023636363636363638	11	2L	11.0	47214902	0.118151	0.120949	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-CM-C.Manda.2013.gambiae	AG1000G-CM-C	Cameroon	2013	Manda	gambiae	5.726	10.867999999999997	0.02827272727272728	0.0023636363636363638	11	2R	11.0	46991664	0.117647	0.120949	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-CM-C.Manda.2013.gambiae	AG1000G-CM-C	Cameroon	2013	Manda	gambiae	5.726	10.867999999999997	0.02827272727272728	0.0023636363636363638	11	3L	11.0	47575132	0.117067	0.120949	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-CM-C.Manda.2013.gambiae	AG1000G-CM-C	Cameroon	2013	Manda	gambiae	5.726	10.867999999999997	0.02827272727272728	0.0023636363636363638	11	3R	11.0	47536123	0.116712	0.120949	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-CM-C.Manda.2013.gambiae	AG1000G-CM-C	Cameroon	2013	Manda	gambiae	5.726	10.867999999999997	0.02827272727272728	0.0023636363636363638	11	X	11.0	41957380	0.112521	0.120949	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GA-A.Libreville.2000.gambiae	AG1000G-GA-A	Gabon	2000	Libreville	gambiae	0.38400000000000023	9.455000000000005	0.04282608695652174	0.0018405797101449287	69	2L	69.0	38460820	0.016239	0.015163	307.5	305.4	309.6	158.7	2024.9
AG1000G-GA-A.Libreville.2000.gambiae	AG1000G-GA-A	Gabon	2000	Libreville	gambiae	0.38400000000000023	9.455000000000005	0.04282608695652174	0.0018405797101449287	69	2R	69.0	38504691	0.015626	0.015163	717.5	706.8	728.5	620.9	848.5
AG1000G-GA-A.Libreville.2000.gambiae	AG1000G-GA-A	Gabon	2000	Libreville	gambiae	0.38400000000000023	9.455000000000005	0.04282608695652174	0.0018405797101449287	69	3L	69.0	38803637	0.015553	0.015163	853.1	838.2	868.5	739.4	1007.0
AG1000G-GA-A.Libreville.2000.gambiae	AG1000G-GA-A	Gabon	2000	Libreville	gambiae	0.38400000000000023	9.455000000000005	0.04282608695652174	0.0018405797101449287	69	3R	69.0	39476039	0.015608	0.015163	746.2	734.8	758.0	635.7	901.7
AG1000G-GA-A.Libreville.2000.gambiae	AG1000G-GA-A	Gabon	2000	Libreville	gambiae	0.38400000000000023	9.455000000000005	0.04282608695652174	0.0018405797101449287	69	X	69.0	20875482	0.014622	0.015163	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GH.Koforidua.2012.gambiae	AG1000G-GH	Ghana	2012	Koforidua	gambiae	6.093999999999998	-0.26100000000000007	0.031478260869565226	0.0020000000000000013	23	2L	23.0	44854653	0.057431	0.049628	37.7	37.6	37.8	15.4	Infinite
AG1000G-GH.Koforidua.2012.gambiae	AG1000G-GH	Ghana	2012	Koforidua	gambiae	6.093999999999998	-0.26100000000000007	0.031478260869565226	0.0020000000000000013	23	2R	23.0	45787660	0.055806	0.049628	48.1	47.9	48.3	18.4	Infinite
AG1000G-GH.Koforidua.2012.gambiae	AG1000G-GH	Ghana	2012	Koforidua	gambiae	6.093999999999998	-0.26100000000000007	0.031478260869565226	0.0020000000000000013	23	3L	23.0	46411794	0.056230	0.049628	44.9	44.7	45.1	16.9	Infinite
AG1000G-GH.Koforidua.2012.gambiae	AG1000G-GH	Ghana	2012	Koforidua	gambiae	6.093999999999998	-0.26100000000000007	0.031478260869565226	0.0020000000000000013	23	3R	23.0	46305875	0.052990	0.049628	89.9	89.3	90.5	38.1	Infinite
AG1000G-GH.Koforidua.2012.gambiae	AG1000G-GH	Ghana	2012	Koforidua	gambiae	6.093999999999998	-0.26100000000000007	0.031478260869565226	0.0020000000000000013	23	X	23.0	44665424	0.058274	0.049628	33.8	33.7	33.9	11.3	Infinite
AG1000G-GH.Madina.2012.coluzzii	AG1000G-GH	Ghana	2012	Madina	coluzzii	5.668	-0.2189999999999999	0.9703571428571428	0.002000000000000001	14	2L	14.0	48565439	0.096002	0.089239	43.8	43.5	44.0	16.8	Infinite
AG1000G-GH.Madina.2012.coluzzii	AG1000G-GH	Ghana	2012	Madina	coluzzii	5.668	-0.2189999999999999	0.9703571428571428	0.002000000000000001	14	2R	14.0	48782501	0.092078	0.089239	106.8	105.4	108.2	36.5	Infinite
AG1000G-GH.Madina.2012.coluzzii	AG1000G-GH	Ghana	2012	Madina	coluzzii	5.668	-0.2189999999999999	0.9703571428571428	0.002000000000000001	14	3L	14.0	48960459	0.089688	0.089239	683.4	633.2	742.2	105.1	Infinite
AG1000G-GH.Madina.2012.coluzzii	AG1000G-GH	Ghana	2012	Madina	coluzzii	5.668	-0.2189999999999999	0.9703571428571428	0.002000000000000001	14	3R	14.0	48881328	0.092241	0.089239	100.9	99.6	102.2	27.4	Infinite
AG1000G-GH.Madina.2012.coluzzii	AG1000G-GH	Ghana	2012	Madina	coluzzii	5.668	-0.2189999999999999	0.9703571428571428	0.002000000000000001	14	X	14.0	49099095	0.093935	0.089239	63.8	63.3	64.4	17.9	Infinite
AG1000G-GH.Madina.2012.gambiae	AG1000G-GH	Ghana	2012	Madina	gambiae	5.668	-0.2189999999999999	0.03007692307692308	0.002000000000000001	13	2L	13.0	47244058	0.099353	0.097841	202.0	196.7	207.5	82.1	Infinite
AG1000G-GH.Madina.2012.gambiae	AG1000G-GH	Ghana	2012	Madina	gambiae	5.668	-0.2189999999999999	0.03007692307692308	0.002000000000000001	13	2R	13.0	47878003	0.097803	0.097841	Infinite	365830.7	Infinite	104.7	Infinite
AG1000G-GH.Madina.2012.gambiae	AG1000G-GH	Ghana	2012	Madina	gambiae	5.668	-0.2189999999999999	0.03007692307692308	0.002000000000000001	13	3L	13.0	48142577	0.095639	0.097841	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GH.Madina.2012.gambiae	AG1000G-GH	Ghana	2012	Madina	gambiae	5.668	-0.2189999999999999	0.03007692307692308	0.002000000000000001	13	3R	13.0	48191652	0.095352	0.097841	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GH.Madina.2012.gambiae	AG1000G-GH	Ghana	2012	Madina	gambiae	5.668	-0.2189999999999999	0.03007692307692308	0.002000000000000001	13	X	13.0	47946526	0.096690	0.097841	Infinite	Infinite	Infinite	78.4	Infinite
AG1000G-GH.Takoradi.2012.coluzzii	AG1000G-GH	Ghana	2012	Takoradi	coluzzii	4.912000000000003	-1.7740000000000007	0.9705833333333332	0.0020000000000000013	24	2L	24.0	47273225	0.048447	0.047300	266.8	262.3	271.5	147.3	1218.7
AG1000G-GH.Takoradi.2012.coluzzii	AG1000G-GH	Ghana	2012	Takoradi	coluzzii	4.912000000000003	-1.7740000000000007	0.9705833333333332	0.0020000000000000013	24	2R	24.0	47467894	0.047208	0.047300	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GH.Takoradi.2012.coluzzii	AG1000G-GH	Ghana	2012	Takoradi	coluzzii	4.912000000000003	-1.7740000000000007	0.9705833333333332	0.0020000000000000013	24	3L	24.0	47643440	0.047051	0.047300	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GH.Takoradi.2012.coluzzii	AG1000G-GH	Ghana	2012	Takoradi	coluzzii	4.912000000000003	-1.7740000000000007	0.9705833333333332	0.0020000000000000013	24	3R	24.0	47555628	0.047216	0.047300	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GH.Takoradi.2012.coluzzii	AG1000G-GH	Ghana	2012	Takoradi	coluzzii	4.912000000000003	-1.7740000000000007	0.9705833333333332	0.0020000000000000013	24	X	24.0	47253780	0.046494	0.047300	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GH.TwifoPraso.2012.coluzzii	AG1000G-GH	Ghana	2012	TwifoPraso	coluzzii	5.608999999999998	-1.5489999999999997	0.9714800000000001	0.002040000000000001	25	2L	25.0	47545875	0.047036	0.045184	164.6	162.9	166.3	90.0	736.5
AG1000G-GH.TwifoPraso.2012.coluzzii	AG1000G-GH	Ghana	2012	TwifoPraso	coluzzii	5.608999999999998	-1.5489999999999997	0.9714800000000001	0.002040000000000001	25	2R	25.0	47565380	0.045069	0.045184	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GH.TwifoPraso.2012.coluzzii	AG1000G-GH	Ghana	2012	TwifoPraso	coluzzii	5.608999999999998	-1.5489999999999997	0.9714800000000001	0.002040000000000001	25	3L	25.0	47917154	0.045029	0.045184	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GH.TwifoPraso.2012.coluzzii	AG1000G-GH	Ghana	2012	TwifoPraso	coluzzii	5.608999999999998	-1.5489999999999997	0.9714800000000001	0.002040000000000001	25	3R	25.0	47897578	0.045100	0.045184	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GH.TwifoPraso.2012.coluzzii	AG1000G-GH	Ghana	2012	TwifoPraso	coluzzii	5.608999999999998	-1.5489999999999997	0.9714800000000001	0.002040000000000001	25	X	25.0	47878003	0.044620	0.045184	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GM-A.Njabakunda.2011.gambiae	AG1000G-GM-A	Gambia, The	2011	Njabakunda	gambiae	13.54999999999999	-15.899999999999984	0.08701724137931036	0.004982758620689659	58	2L	58.0	40793023	0.020118	0.018190	170.8	170.0	171.6	147.9	201.2
AG1000G-GM-A.Njabakunda.2011.gambiae	AG1000G-GM-A	Gambia, The	2011	Njabakunda	gambiae	13.54999999999999	-15.899999999999984	0.08701724137931036	0.004982758620689659	58	2R	58.0	42980350	0.018676	0.018190	683.6	672.6	694.9	466.1	1258.4
AG1000G-GM-A.Njabakunda.2011.gambiae	AG1000G-GM-A	Gambia, The	2011	Njabakunda	gambiae	13.54999999999999	-15.899999999999984	0.08701724137931036	0.004982758620689659	58	3L	58.0	46017617	0.018338	0.018190	2241.0	2133.3	2360.1	1375.0	5964.4
AG1000G-GM-A.Njabakunda.2011.gambiae	AG1000G-GM-A	Gambia, The	2011	Njabakunda	gambiae	13.54999999999999	-15.899999999999984	0.08701724137931036	0.004982758620689659	58	3R	58.0	45653785	0.018303	0.018190	2939.1	2756.3	3147.7	2055.6	5136.7
AG1000G-GM-A.Njabakunda.2011.gambiae	AG1000G-GM-A	Gambia, The	2011	Njabakunda	gambiae	13.54999999999999	-15.899999999999984	0.08701724137931036	0.004982758620689659	58	X	58.0	44958901	0.018269	0.018190	4202.3	3836.6	4644.8	1565.9	Infinite
AG1000G-GM-A.Njabakunda.2011.intermediate	AG1000G-GM-A	Gambia, The	2011	Njabakunda	intermediate	13.55	-15.900000000000004	0.23590909090909093	0.005363636363636363	11	2L	11.0	47224620	0.119459	0.120949	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GM-A.Njabakunda.2011.intermediate	AG1000G-GM-A	Gambia, The	2011	Njabakunda	intermediate	13.55	-15.900000000000004	0.23590909090909093	0.005363636363636363	11	2R	11.0	47516623	0.118287	0.120949	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GM-A.Njabakunda.2011.intermediate	AG1000G-GM-A	Gambia, The	2011	Njabakunda	intermediate	13.55	-15.900000000000004	0.23590909090909093	0.005363636363636363	11	3L	11.0	48162203	0.116961	0.120949	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GM-A.Njabakunda.2011.intermediate	AG1000G-GM-A	Gambia, The	2011	Njabakunda	intermediate	13.55	-15.900000000000004	0.23590909090909093	0.005363636363636363	11	3R	11.0	48132765	0.116906	0.120949	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GM-A.Njabakunda.2011.intermediate	AG1000G-GM-A	Gambia, The	2011	Njabakunda	intermediate	13.55	-15.900000000000004	0.23590909090909093	0.005363636363636363	11	X	11.0	30768090	0.115896	0.120949	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GM-B.SareSambaSowe.2012.gambiae	AG1000G-GM-B	Gambia, The	2012	SareSambaSowe	gambiae	13.583	-15.900000000000002	0.09122222222222222	0.005111111111111111	9	2L	9.0	50014999	0.147644	0.157393	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GM-B.SareSambaSowe.2012.gambiae	AG1000G-GM-B	Gambia, The	2012	SareSambaSowe	gambiae	13.583	-15.900000000000002	0.09122222222222222	0.005111111111111111	9	2R	9.0	50004999	0.147917	0.157393	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GM-B.SareSambaSowe.2012.gambiae	AG1000G-GM-B	Gambia, The	2012	SareSambaSowe	gambiae	13.583	-15.900000000000002	0.09122222222222222	0.005111111111111111	9	3L	9.0	50014999	0.146994	0.157393	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GM-B.SareSambaSowe.2012.gambiae	AG1000G-GM-B	Gambia, The	2012	SareSambaSowe	gambiae	13.583	-15.900000000000002	0.09122222222222222	0.005111111111111111	9	3R	9.0	50014999	0.147132	0.157393	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GM-B.SareSambaSowe.2012.gambiae	AG1000G-GM-B	Gambia, The	2012	SareSambaSowe	gambiae	13.583	-15.900000000000002	0.09122222222222222	0.005111111111111111	9	X	9.0	24904152	0.140551	0.157393	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GM-B.Tankular.2012.coluzzii	AG1000G-GM-B	Gambia, The	2012	Tankular	coluzzii	13.417	-16.03300000000001	0.9249285714285714	0.0051428571428571435	14	2L	14.0	48358695	0.088201	0.089239	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GM-B.Tankular.2012.coluzzii	AG1000G-GM-B	Gambia, The	2012	Tankular	coluzzii	13.417	-16.03300000000001	0.9249285714285714	0.0051428571428571435	14	2R	14.0	48693646	0.088499	0.089239	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GM-B.Tankular.2012.coluzzii	AG1000G-GM-B	Gambia, The	2012	Tankular	coluzzii	13.417	-16.03300000000001	0.9249285714285714	0.0051428571428571435	14	3L	14.0	48861555	0.087615	0.089239	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GM-B.Tankular.2012.coluzzii	AG1000G-GM-B	Gambia, The	2012	Tankular	coluzzii	13.417	-16.03300000000001	0.9249285714285714	0.0051428571428571435	14	3R	14.0	49039656	0.087722	0.089239	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GM-B.Tankular.2012.coluzzii	AG1000G-GM-B	Gambia, The	2012	Tankular	coluzzii	13.417	-16.03300000000001	0.9249285714285714	0.0051428571428571435	14	X	14.0	49039656	0.087327	0.089239	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GM-C.WaliKunda.2012.coluzzii	AG1000G-GM-C	Gambia, The	2012	WaliKunda	coluzzii	13.567000000000005	-14.916999999999959	0.9327905405405406	0.00496621621621622	148	2L	148.0	45167758	0.009365	0.006902	133.2	133.0	133.5	104.6	176.6
AG1000G-GM-C.WaliKunda.2012.coluzzii	AG1000G-GM-C	Gambia, The	2012	WaliKunda	coluzzii	13.567000000000005	-14.916999999999959	0.9327905405405406	0.00496621621621622	148	2R	148.0	45196277	0.007510	0.006902	546.8	544.0	549.6	432.8	733.7
AG1000G-GM-C.WaliKunda.2012.coluzzii	AG1000G-GM-C	Gambia, The	2012	WaliKunda	coluzzii	13.567000000000005	-14.916999999999959	0.9327905405405406	0.00496621621621622	148	3L	148.0	46008027	0.006921	0.006902	18065.2	15663.3	21334.7	10799.8	54884.3
AG1000G-GM-C.WaliKunda.2012.coluzzii	AG1000G-GM-C	Gambia, The	2012	WaliKunda	coluzzii	13.567000000000005	-14.916999999999959	0.9327905405405406	0.00496621621621622	148	3R	148.0	45701577	0.006923	0.006902	15947.3	14039.6	18453.3	10405.7	34016.9
AG1000G-GM-C.WaliKunda.2012.coluzzii	AG1000G-GM-C	Gambia, The	2012	WaliKunda	coluzzii	13.567000000000005	-14.916999999999959	0.9327905405405406	0.00496621621621622	148	X	148.0	45186769	0.006999	0.006902	3431.8	3332.6	3537.0	2398.3	5988.1
AG1000G-GM-C.WaliKunda.2012.intermediate	AG1000G-GM-C	Gambia, The	2012	WaliKunda	intermediate	13.567000000000005	-14.916999999999993	0.8604999999999999	0.005458333333333336	24	2L	24.0	47146904	0.048709	0.047300	216.9	213.9	220.0	135.1	522.5
AG1000G-GM-C.WaliKunda.2012.intermediate	AG1000G-GM-C	Gambia, The	2012	WaliKunda	intermediate	13.567000000000005	-14.916999999999993	0.8604999999999999	0.005458333333333336	24	2R	24.0	47351045	0.047554	0.047300	1211.0	1125.9	1309.8	693.6	4655.2
AG1000G-GM-C.WaliKunda.2012.intermediate	AG1000G-GM-C	Gambia, The	2012	WaliKunda	intermediate	13.567000000000005	-14.916999999999993	0.8604999999999999	0.005458333333333336	24	3L	24.0	47750876	0.047156	0.047300	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GM-C.WaliKunda.2012.intermediate	AG1000G-GM-C	Gambia, The	2012	WaliKunda	intermediate	13.567000000000005	-14.916999999999993	0.8604999999999999	0.005458333333333336	24	3R	24.0	47789976	0.047182	0.047300	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GM-C.WaliKunda.2012.intermediate	AG1000G-GM-C	Gambia, The	2012	WaliKunda	intermediate	13.567000000000005	-14.916999999999993	0.8604999999999999	0.005458333333333336	24	X	24.0	47604403	0.047045	0.047300	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GN-A.Koraboh.2012.gambiae	AG1000G-GN-A	Guinea	2012	Koraboh	gambiae	9.28	-10.03	0.026681818181818192	0.0020454545454545465	22	2L	22.0	45539193	0.053441	0.052201	246.7	242.4	251.2	142.6	836.9
AG1000G-GN-A.Koraboh.2012.gambiae	AG1000G-GN-A	Guinea	2012	Koraboh	gambiae	9.28	-10.03	0.026681818181818192	0.0020454545454545465	22	2R	22.0	46440701	0.052140	0.052201	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GN-A.Koraboh.2012.gambiae	AG1000G-GN-A	Guinea	2012	Koraboh	gambiae	9.28	-10.03	0.026681818181818192	0.0020454545454545465	22	3L	22.0	46440702	0.053031	0.052201	369.3	359.9	379.2	90.1	Infinite
AG1000G-GN-A.Koraboh.2012.gambiae	AG1000G-GN-A	Guinea	2012	Koraboh	gambiae	9.28	-10.03	0.026681818181818192	0.0020454545454545465	22	3R	22.0	46749614	0.052653	0.052201	679.7	649.0	713.5	131.8	Infinite
AG1000G-GN-A.Koraboh.2012.gambiae	AG1000G-GN-A	Guinea	2012	Koraboh	gambiae	9.28	-10.03	0.026681818181818192	0.0020454545454545465	22	X	22.0	46142419	0.051557	0.052201	Infinite	Infinite	Infinite	227.5	Infinite
AG1000G-GN-A.Koundara.2012.gambiae	AG1000G-GN-A	Guinea	2012	Koundara	gambiae	8.48	-9.53	0.02388888888888889	0.002111111111111112	18	2L	18.0	48920886	0.070779	0.065893	61.3	60.9	61.7	24.6	Infinite
AG1000G-GN-A.Koundara.2012.gambiae	AG1000G-GN-A	Guinea	2012	Koundara	gambiae	8.48	-9.53	0.02388888888888889	0.002111111111111112	18	2R	18.0	48822021	0.069540	0.065893	82.7	82.1	83.4	29.0	Infinite
AG1000G-GN-A.Koundara.2012.gambiae	AG1000G-GN-A	Guinea	2012	Koundara	gambiae	8.48	-9.53	0.02388888888888889	0.002111111111111112	18	3L	18.0	49148655	0.065336	0.065893	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GN-A.Koundara.2012.gambiae	AG1000G-GN-A	Guinea	2012	Koundara	gambiae	8.48	-9.53	0.02388888888888889	0.002111111111111112	18	3R	18.0	49109004	0.065320	0.065893	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GN-A.Koundara.2012.gambiae	AG1000G-GN-A	Guinea	2012	Koundara	gambiae	8.48	-9.53	0.02388888888888889	0.002111111111111112	18	X	18.0	48772626	0.065645	0.065893	Infinite	Infinite	Infinite	280.3	Infinite
AG1000G-GN-B.Koraboh.2012.gambiae	AG1000G-GN-B	Guinea	2012	Koraboh	gambiae	9.279999999999992	-10.02999999999999	0.030526315789473683	0.002078947368421054	38	2L	38.0	46807649	0.030966	0.028525	134.5	133.8	135.2	76.2	428.8
AG1000G-GN-B.Koraboh.2012.gambiae	AG1000G-GN-B	Guinea	2012	Koraboh	gambiae	9.279999999999992	-10.02999999999999	0.030526315789473683	0.002078947368421054	38	2R	38.0	47545875	0.029496	0.028525	341.2	337.1	345.5	154.2	Infinite
AG1000G-GN-B.Koraboh.2012.gambiae	AG1000G-GN-B	Guinea	2012	Koraboh	gambiae	9.279999999999992	-10.02999999999999	0.030526315789473683	0.002078947368421054	38	3L	38.0	47819309	0.031123	0.028525	126.2	125.6	126.8	47.4	Infinite
AG1000G-GN-B.Koraboh.2012.gambiae	AG1000G-GN-B	Guinea	2012	Koraboh	gambiae	9.279999999999992	-10.02999999999999	0.030526315789473683	0.002078947368421054	38	3R	38.0	47868216	0.030699	0.028525	151.2	150.4	152.1	57.9	Infinite
AG1000G-GN-B.Koraboh.2012.gambiae	AG1000G-GN-B	Guinea	2012	Koraboh	gambiae	9.279999999999992	-10.02999999999999	0.030526315789473683	0.002078947368421054	38	X	38.0	46652966	0.031915	0.028525	96.2	95.8	96.6	45.9	946.3
AG1000G-GN-B.Koundara.2012.gambiae	AG1000G-GN-B	Guinea	2012	Koundara	gambiae	8.480000000000002	-9.529999999999989	0.02646666666666667	0.00208888888888889	45	2L	45.0	43978130	0.031223	0.023798	42.7	42.6	42.8	26.3	83.4
AG1000G-GN-B.Koundara.2012.gambiae	AG1000G-GN-B	Guinea	2012	Koundara	gambiae	8.480000000000002	-9.529999999999989	0.02646666666666667	0.00208888888888889	45	2R	45.0	45835519	0.028641	0.023798	66.7	66.5	66.8	35.5	214.4
AG1000G-GN-B.Koundara.2012.gambiae	AG1000G-GN-B	Guinea	2012	Koundara	gambiae	8.480000000000002	-9.529999999999989	0.02646666666666667	0.00208888888888889	45	3L	45.0	46885084	0.027638	0.023798	84.7	84.4	84.9	47.4	245.6
AG1000G-GN-B.Koundara.2012.gambiae	AG1000G-GN-B	Guinea	2012	Koundara	gambiae	8.480000000000002	-9.529999999999989	0.02646666666666667	0.00208888888888889	45	3R	45.0	46797973	0.027459	0.023798	88.9	88.6	89.2	47.5	314.2
AG1000G-GN-B.Koundara.2012.gambiae	AG1000G-GN-B	Guinea	2012	Koundara	gambiae	8.480000000000002	-9.529999999999989	0.02646666666666667	0.00208888888888889	45	X	45.0	44996837	0.028844	0.023798	63.9	63.8	64.1	37.8	147.1
AG1000G-GN-B.Takan.2012.coluzzii	AG1000G-GN-B	Mali	2012	Takan	coluzzii	11.470000000000002	-8.330000000000005	0.9738461538461537	0.0020384615384615398	26	2L	26.0	47078956	0.046222	0.043253	102.0	101.4	102.7	37.2	Infinite
AG1000G-GN-B.Takan.2012.coluzzii	AG1000G-GN-B	Mali	2012	Takan	coluzzii	11.470000000000002	-8.330000000000005	0.9738461538461537	0.0020384615384615398	26	2R	26.0	47536125	0.045019	0.043253	172.7	170.9	174.5	68.5	Infinite
AG1000G-GN-B.Takan.2012.coluzzii	AG1000G-GN-B	Mali	2012	Takan	coluzzii	11.470000000000002	-8.330000000000005	0.9738461538461537	0.0020384615384615398	26	3L	26.0	48388203	0.043948	0.043253	441.5	430.6	453.0	154.9	Infinite
AG1000G-GN-B.Takan.2012.coluzzii	AG1000G-GN-B	Mali	2012	Takan	coluzzii	11.470000000000002	-8.330000000000005	0.9738461538461537	0.0020384615384615398	26	3R	26.0	48113143	0.046238	0.043253	101.4	100.8	102.1	36.0	Infinite
AG1000G-GN-B.Takan.2012.coluzzii	AG1000G-GN-B	Mali	2012	Takan	coluzzii	11.470000000000002	-8.330000000000005	0.9738461538461537	0.0020384615384615398	26	X	26.0	47185755	0.047624	0.043253	68.7	68.4	69.0	26.0	Infinite
AG1000G-GN-B.ToumaniOulena.2012.gambiae	AG1000G-GN-B	Mali	2012	ToumaniOulena	gambiae	10.830000000000005	-7.810000000000001	0.023616666666666668	0.002066666666666668	60	2L	60.0	44335233	0.025396	0.017553	40.3	40.3	40.4	24.9	74.8
AG1000G-GN-B.ToumaniOulena.2012.gambiae	AG1000G-GN-B	Mali	2012	ToumaniOulena	gambiae	10.830000000000005	-7.810000000000001	0.023616666666666668	0.002066666666666668	60	2R	60.0	45739824	0.023734	0.017553	51.8	51.7	51.9	31.3	104.1
AG1000G-GN-B.ToumaniOulena.2012.gambiae	AG1000G-GN-B	Mali	2012	ToumaniOulena	gambiae	10.830000000000005	-7.810000000000001	0.023616666666666668	0.002066666666666668	60	3L	60.0	45988840	0.026808	0.017553	33.8	33.8	33.9	21.2	59.6
AG1000G-GN-B.ToumaniOulena.2012.gambiae	AG1000G-GN-B	Mali	2012	ToumaniOulena	gambiae	10.830000000000005	-7.810000000000001	0.023616666666666668	0.002066666666666668	60	3R	60.0	45739826	0.026446	0.017553	35.3	35.2	35.3	21.8	64.1
AG1000G-GN-B.ToumaniOulena.2012.gambiae	AG1000G-GN-B	Mali	2012	ToumaniOulena	gambiae	10.830000000000005	-7.810000000000001	0.023616666666666668	0.002066666666666668	60	X	60.0	43772040	0.027536	0.017553	31.2	31.1	31.2	19.2	55.9
AG1000G-GQ.Bioko.2002.gambiae	AG1000G-GQ	Equatorial Guinea	2002	Bioko	gambiae	3.7	8.700000000000001	0.03980000000000001	0.0020000000000000005	10	2L	10.0	50014999	0.133005	0.136900	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GQ.Bioko.2002.gambiae	AG1000G-GQ	Equatorial Guinea	2002	Bioko	gambiae	3.7	8.700000000000001	0.03980000000000001	0.0020000000000000005	10	2R	10.0	49995000	0.132650	0.136900	Infinite	Infinite	Infinite	Infinite	Infinite
AG1000G-GQ.Bioko.2002.gambiae	AG1000G-GQ	Equatorial Guinea	2002	Bioko	gambiae	3.7	8.700000000000001	0.03980000000000001	0.0020000000000000005	10	3L	10.0	50004999	0.132016	0.136900	Infinite	Infinite	Infinite	Infinite	Infinite
